tensor([[151644,   8948,    198,   2610,    525,   1207,  16948,     11,   3465,
            553,  54364,  14817,     13,   1446,    525,    264,  10950,  17847,
             13, 151645,    198, 151644,  77091,    198,   2121,    458,  15235,
           4128,   1614,     11,    358,   1513,    944,    614,   4345,  17979,
            476,  21261,   1075,  12677,    653,     13,   4354,     11,    358,
            646,   3410,    498,    448,   1045,  25709,    389,    279,   8544,
            315,  20443,  11229,    320,  15469,      8,    323,   1181,   8357,
            382,   9286,  16488,  21392,    320,  15469,      8,  19257,    311,
            279,   4401,    315,  12645,    429,    646,   2736,   9079,    429,
          11136,   1373,   3738,  11229,     11,   1741,    438,   6832,     11,
           3491,  98146,     11,   5480,  27746,     11,    323,   5810,   4128,
           8692,     13,  15235,    374,    264,  18512,   7826,   2070,    448,
          12114,   8357,   3941,   5257,  19102,    323,   5043,    382,   8373,
            315,    279,   1376,   5671,   1380,  15235,    374,   1660,   1483,
           2924,   1447,     16,     13,  38335,     25,  15235,    374,   1660,
           1483,    304,  18478,    369,   9079,   1741,    438,  22982,     11,
           5506,  18335,     11,    323,  34549,  15712,    624,     17,     13,
          22453,     25,  15235,    374,   1660,   1483,    304,  17017,    369,
          16124,  17984,     11,   5214,   6240,     11,    323,  27498,  11133,
           5942,    624,     18,     13,  41077,     25,  15235,    374,   1660,
           1483,    304,  14919,    369,   3383,  32662,     11,  59236,  13404,
             11,    323,   4271,   2524,    624,     19,     13,  29878,     25,
          15235,    374,   1660,   1483,    304,  17903,    369,  38193,  11474,
             11,   9442,   6240,     11,    323,  42157,  25262,    624,     20,
             13,  11668,     25,  15235,    374,   1660,   1483,    304,   6731,
            369,  47132,   6832,     11,  34549,   7600,     11,    323,  16229,
          27875,    624,     21,     13,  22518,     25,  15235,    374,   1660,
           1483,    304,  16517,    369,   4108,   8729,  11449,     11,   7743,
          17843,     11,    323,   6236,  61905,    624,     22,     13,  36863,
             25,  15235,    374,   1660,   1483,    304,  28929,    369,  16052,
          32389,     11,  19097,  16558,     11,    323,  50776,   6240,    382,
          27489,     11,  15235,    702,    279,   4650,    311,  13791,    551,
           1657,  19102,    553,  27362,    501,   5510,    315,   3238,     11,
          18392,  15024,     11,    323,   8241,   2664,  19554,    369,   3847,
             13,   1634,  15235,   5440,   9539,    311,  11912,     11,    582,
            646,   1720,    311,   1490,   1496,    803,  18199,   8357,  32944,
             13, 151645]])
